test_type,param_value,perturb,algorithm,t or N,T_max,T_total,eval(s),errors,multiplicities
T_max,200,Big,TSRHSE,1600,200,2305687.6730726976,"[-16.760281092281698, -0.09517518756923699, 0.4165332091708223, 2.947297031460966]","[0.04821824266939992, 16.330100801565788, 2.3737233105064184, 0.12974634869354856]",
T_max,200,Big,QFAMES,1600,200,2305687.6730726976,"[-0.42984265358979323, 0.28665734641020707, -0.376092653589793, -0.45459265358979306, 0.31090734641020695]","[0.2326992233511561, 0.00033763712611745156, 0.26266637454434066, 0.00012951406706668278]",[1 1 0 0 0]
T_max,400,None,QPE,6,350.5424368033063,690.1304224565092,0.14339343023863688,2.7755575615628914e-17,
T_max,400,None,KQPE,6,350.5424368033063,690.1304224565092,0.1433934302386369,0.0,
T_max,400,None,QMEGS,66,400,10841.778766057156,"[-2.446592653589793, -0.14359265358979306, 1.014782346410207, 3.054657346410207]","[0.00019922335115615808, 2.016412362873882, 0.4412086254556594, 2.7678704859329333]",
T_max,400,None,TSRHSE,1600,400,4611375.346145395,"[-0.4346705133947129, -0.14191811543525784, 0.2914514076184564, 0.5751989287355201]","[0.001475314803379063, 0.004490222678802225, 0.0016252077809725263, 0.00466454714118264]",
T_max,400,None,QFAMES,1600,400,4611375.346145395,"[0.5736573464102068, -0.430092653589793, 0.28665734641020685, -0.14359265358979306, 2.417282346410207]","[0.00019922335115615808, 8.763712611770114e-05, 8.362545565920865e-05, 0.00012951406706690483]",[1 1 1 1 0]
T_max,400,Small,QPE,6,350.5424368033063,690.1304224565092,0.20806386727626214,0.06467043703762523,
T_max,400,Small,KQPE,6,350.5424368033063,690.1304224565092,0.1433934302386369,0.0,
T_max,400,Small,QMEGS,66,400,10841.778766057156,"[-0.14321765358979288, 0.599282346410207, 1.9687823464102072, 3.1252823464102066]","[0.00017577664884402266, 3.5554626371261175, 0.02570862545565933, 1.6819954859329336]",
T_max,400,Small,TSRHSE,1600,400,4611375.346145395,"[-20.286546148549494, -0.02497775427515622, 0.4740476374592327, 63.413855600085775]","[0.11841567596348068, 19.856365857833584, 0.09952608349531494, 63.127068739608504]",
T_max,400,Small,QFAMES,1600,400,4611375.346145395,"[0.5736573464102068, -0.14334265358979287, 0.28653234641020686, -0.4297176535897932, -0.1309676535897927]","[5.077664884403643e-05, 0.0004626371261174933, 8.362545565920865e-05, 0.00025451406706689106]",[1 1 1 1 0]
T_max,400,Big,QPE,6,350.5424368033063,690.1304224565092,0.34500459315416043,0.20161116291552353,
T_max,400,Big,KQPE,6,350.5424368033063,690.1304224565092,0.4301802907159107,0.28678686047727375,
T_max,400,Big,QMEGS,66,400,10841.778766057156,"[-2.0915926535897933, -0.4313426535897932, 0.05815734641020706, 2.0369073464102065]","[0.20155077664884397, 0.0011623628738824943, 1.4633336254556588, 2.378379514067067]",
T_max,400,Big,TSRHSE,1600,400,4611375.346145395,"[-3.5124929111507144, -0.6721023667838009, 0.07538533765320463, 2.563330205562864]","[3.3690994809120776, 0.24192207606789018, 1.9897564846083164, 0.21140152282406913]",
T_max,400,Big,QFAMES,1600,400,4611375.346145395,"[0.28678234641020683, -0.43021765358979297, 0.27478234641020693, -0.418217653589793, -0.4423426535897927]","[0.2748242233511561, 3.73628738822851e-05, 0.2987913745443407, 4.514067066918592e-06]",[1 1 0 0 0]
T_max,800,None,QPE,7,701.0848736066126,1391.215296063122,0.14339343023863688,2.7755575615628914e-17,
T_max,800,None,KQPE,7,701.0848736066126,1391.2152960631217,0.1433934302386369,0.0,
T_max,800,None,QMEGS,70,800,22850.25456053869,"[-0.4160301535897931, -0.14396765358979308, 1.5925323464102068, 2.8287823464102066]","[0.0005742233511561723, 0.014150137126117568, 1.0189586254556593, 2.541995485932933]",
T_max,800,None,TSRHSE,1600,800,9222750.69229079,"[-0.43027049907644316, -0.3761960284878728, -0.13768211008503328, 0.29882735816703376]","[0.005711320153603622, 9.020836053247328e-05, 0.9497697494424204, 0.01204049768976001]",
T_max,800,None,QFAMES,1600,800,9222750.69229079,"[0.286782346410207, -0.1434676535897932, 0.5735948464102067, -0.4302176535897929, 0.2927823464102074]","[7.422335115628287e-05, 3.7362873882229586e-05, 2.1125455659132264e-05, 4.514067066752059e-06]",[1 1 1 1 0]
T_max,800,Small,QPE,7,701.0848736066126,1391.215296063122,0.21207888332294397,0.06868545308430707,
T_max,800,Small,KQPE,7,701.0848736066126,1391.2152960631217,0.1433934302386369,0.0,
T_max,800,Small,QMEGS,70,800,22850.25456053869,"[-0.14290515358979286, 0.4327823464102072, 0.6454073464102071, 3.1183448464102064]","[0.00048827664884404376, 3.5485251371261173, 0.07183362545565952, 0.14599548593293343]",
T_max,800,Small,TSRHSE,1600,800,9222750.69229079,"[-19.191324922808377, -0.2783460784439622, 0.11006861343696712, 0.37139815603489934]","[0.1349526482053253, 18.761144632092467, 0.4635051075175805, 0.08461129555762559]",
T_max,800,Small,QFAMES,1600,800,9222750.69229079,"[0.5735948464102067, -0.1434051535897932, 0.28684484641020686, -0.43015515358979295, 0.5797198464102067]","[1.1723351156289752e-05, 2.5137126117735775e-05, 2.1125455659132264e-05, 5.798593293310228e-05]",[1 1 1 1 0]
T_max,800,Big,QPE,7,701.0848736066126,1391.215296063122,0.34801585518917183,0.20462242495053493,
T_max,800,Big,KQPE,7,701.0848736066126,1391.2152960631217,0.4301802907159107,0.28678686047727375,
T_max,800,Big,QMEGS,70,800,22850.25456053869,"[-0.6880301535897928, -0.4305301535897929, 0.2870948464102069, 0.6742823464102071]","[0.5446367233511559, 0.0003498628738822229, 0.1007086254556595, 0.00030798593293313026]",
T_max,800,Big,TSRHSE,1600,800,9222750.69229079,"[-11.410641235121329, -0.5799024785474123, 0.19883340743728126, 9.854781968158441]","[11.267247804882691, 0.1497221878315016, 9.281208247203894, 0.0879534530399925]",
T_max,800,Big,QFAMES,1600,800,9222750.69229079,"[-0.4302176535897929, 0.286844846410207, 0.28065734641020734, -1.892342653589793, 0.2930948464102074]","[0.4240507766488443, 3.7362873882229586e-05, 0.28047887454434023, 5.798593293326881e-05]",[1 1 0 0 0]
T_max,1000,None,QPE,7,701.0848736066126,1391.215296063122,0.14339343023863688,2.7755575615628914e-17,
T_max,1000,None,KQPE,7,701.0848736066126,1391.2152960631217,0.1433934302386369,0.0,
T_max,1000,None,QMEGS,71,1000,28815.135357099083,"[-2.551892653589793, -0.14304265358979318, 2.333907346410207, 2.8704073464102073]","[0.00035077664884372584, 2.1217123628738825, 1.7603336254556594, 2.5836204859329337]",
T_max,1000,None,TSRHSE,1600,1000,11528438.365363482,"[-0.44027937866734107, -0.4103935406836033, -0.1464331526118327, 0.289296289979784]","[0.0030397223731958023, 0.010099087951430386, 0.983967261638151, 0.002509429502510263]",
T_max,1000,None,QFAMES,1600,1000,11528438.365363482,"[-0.1433926535897929, 0.28685734641020744, 0.5736073464102067, -0.4301426535897931, -2.0731926535897927]","[7.766488440141828e-07, 3.763712611759562e-05, 3.362545565910313e-05, 7.048593293368377e-05]",[1 1 1 1 0]
T_max,1000,Small,QPE,7,701.0848736066126,1391.215296063122,0.20792047384602347,0.06452704360738656,
T_max,1000,Small,KQPE,7,701.0848736066126,1391.2152960631217,0.1433934302386369,0.0,
T_max,1000,Small,QMEGS,71,1000,28815.135357099083,"[-0.14399265358979307, 0.288557346410207, 0.5572073464102067, 1.9336073464102081]","[0.0005992233511561695, 2.363787637126119, 0.016366374544340867, 0.0017704859329332745]",
T_max,1000,Small,TSRHSE,1600,1000,11528438.365363482,"[-4.258921459807196, -0.029848185786497915, 1.1070052128757724, 7.707854778868094]","[0.11354524445213898, 3.828741169091285, 0.5334314919212247, 7.42106791839082]",
T_max,1000,Small,QFAMES,1600,1000,11528438.365363482,"[-0.14344265358979288, 0.5735573464102067, 0.28680734641020744, -0.4301926535897931, 0.5687073464102068]","[4.922335115598031e-05, 1.2362873882398873e-05, 1.637454434089136e-05, 2.0485932933689277e-05]",[1 1 1 1 0]
T_max,1000,Big,QPE,7,701.0848736066126,1391.215296063122,0.34400083914248997,0.20060740890385306,
T_max,1000,Big,KQPE,7,701.0848736066126,1391.2152960631217,0.4301802907159107,0.28678686047727375,
T_max,1000,Big,QMEGS,71,1000,28815.135357099083,"[-0.4741926535897931, -0.4299426535897931, 0.18055734641020693, 0.28725734641020717]","[0.32395077664884386, 0.0002376371261175736, 1.0477663745443406, 0.00047048593293341767]",
T_max,1000,Big,TSRHSE,1600,1000,11528438.365363482,"[-2.5292867385161, 4.130734800735774, 8.214421347549832, 16.12974512897093]","[16.273138559209567, 2.0991064478001897, 3.5571610797812263, 7.927634487072559]",
T_max,1000,Big,QFAMES,1600,1000,11528438.365363482,"[0.28680734641020744, -0.4301926535897931, 0.2915573464102073, -0.43499265358979317, -2.725892653589793]","[0.2915992233511563, 1.2362873882398873e-05, 0.2820163745443403, 2.0485932933689277e-05]",[1 1 0 0 0]
T_max,1200,None,QPE,7,701.0848736066126,1391.215296063122,0.14339343023863688,2.7755575615628914e-17,
T_max,1200,None,KQPE,7,701.0848736066126,1391.2152960631217,0.1433934302386369,0.0,
T_max,1200,None,QMEGS,72,1200,35057.2476802104,"[-0.9461759869231261, -0.14355098692312634, 2.775907346410208, 2.972032346410208]","[0.0001575566844894405, 0.5159956962072154, 2.2023336254556605, 2.6852454859329344]",
T_max,1200,None,TSRHSE,1600,1200,13834126.038436217,"[-0.4473884950807202, -0.4196081130470374, -0.1404325721447429, 0.28997399119693396]","[0.0029608580938940143, 0.010572177668873306, 1.0209622160352678, 0.0031871307196602028]",
T_max,1200,None,QFAMES,1600,1200,13834126.038436217,"[0.2866990130768739, -0.4300926535897925, -0.14338432025645914, 0.5735740130768743, -0.5413426535897925]","[9.109982177762932e-06, 8.763712611820074e-05, 2.9212232666164795e-07, 8.784740039985417e-05]",[1 1 1 1 0]
T_max,1200,Small,QPE,7,701.0848736066126,1391.215296063122,0.21078834245079622,0.06739491221215932,
T_max,1200,Small,KQPE,7,701.0848736066126,1391.2152960631217,0.1433934302386369,0.0,
T_max,1200,Small,QMEGS,72,1200,35057.2476802104,"[-1.587592653589793, -0.5423843202564593, -0.14375932025645968, 0.6579906797435409]","[0.00036589001782277863, 0.11220402954054864, 0.08441695878899325, 1.874379514067067]",
T_max,1200,Small,TSRHSE,1600,1200,13834126.038436217,"[-1.3599054862507636, -0.15108245562643913, 0.17779894038376703, 19.53684152905241]","[0.007689025387802223, 0.9297251955348529, 18.96326780809786, 0.10898792009350672]",
T_max,1200,Small,QFAMES,1600,1200,13834126.038436217,"[-0.1434259869231258, 0.5735323464102076, 0.28674067974354056, -0.43013432025645915, 0.9653240130768739]","[3.2556684488899146e-05, 4.597045945153866e-05, 4.137454434005594e-05, 4.618073373319209e-05]",[1 1 1 1 0]
T_max,1200,Big,QPE,7,701.0848736066126,1391.215296063122,0.3493063960613196,0.20591296582268268,
T_max,1200,Big,KQPE,7,701.0848736066126,1391.2152960631217,0.4301802907159107,0.28678686047727375,
T_max,1200,Big,QMEGS,72,1200,35057.2476802104,"[-2.30775932025646, -1.751217653589793, -0.43042598692312584, 0.2866990130768739]","[1.6078242233511562, 0.0002456962072151514, 2.8813330412110076, 8.784740039985417e-05]",
T_max,1200,Big,TSRHSE,1600,1200,13834126.038436217,"[-2.30775932025646, -1.751217653589793, -0.43042598692312584, 0.2866990130768739]","[1.6078242233511562, 0.0002456962072151514, 2.8813330412110076, 8.784740039985417e-05]",
T_max,1200,Big,QFAMES,1600,1200,13834126.038436217,"[0.2867823464102072, -0.43017598692312586, -0.42617598692312647, 0.678865679743541, 0.2828240130768741]","[0.2827825566844896, 4.30379278482107e-06, 0.10529195878899333, 4.514067066530014e-06]",[1 1 0 0 0]
T_max,2400,None,QPE,8,1402.1697472132253,2793.3850432763475,0.14339343023863688,2.7755575615628914e-17,
T_max,2400,None,KQPE,8,1402.1697472132253,2793.385043276347,0.1433934302386369,0.0,
T_max,2400,None,QMEGS,76,2400,76139.8454017453,"[-0.31928015358979267, -0.1435093202564594, 1.8039698464102074, 3.1302406797435416]","[0.00011589001782250086, 0.11090013712611801, 1.23039612545566, 2.843453819266268]",
T_max,2400,None,TSRHSE,1600,2400,27668252.076872434,"[-0.6350365168408648, -0.21752170385655584, 0.04446537840230032, 0.09945891842448125]","[0.07412827361791893, 0.20485622612495413, 0.5291083425522473, 0.18732794205279252]",
T_max,2400,None,QFAMES,1600,2400,27668252.076872434,"[0.2867823464102072, -0.14338432025645942, -0.4301968202564594, 0.5735948464102071, 0.28474067974354067]","[9.109982177485376e-06, 1.6529540548704258e-05, 2.112545565946533e-05, 4.514067066530014e-06]",[1 1 1 1 0]
T_max,2400,Small,QPE,8,1402.1697472132253,2793.3850432763475,0.21035816216008033,0.06696473192144342,
T_max,2400,Small,KQPE,8,1402.1697472132253,2793.385043276347,0.1433934302386369,0.0,
T_max,2400,Small,QMEGS,76,2400,76139.8454017453,"[-0.1433843202564594, 0.11055317974354054, 0.3390115130768743, 0.42449067974354054]","[9.109982177513132e-06, 0.5407334704594512, 0.14908304121100707, 0.052224652599600574]",
T_max,2400,Small,TSRHSE,1600,2400,27668252.076872434,"[-5.565369565559752, -0.3491631389935433, 0.0720178520532121, 31.935786601227413]","[5.421976135321115, 0.0810171517223674, 31.362212880272864, 0.21476900842406166]",
T_max,2400,Small,QFAMES,1600,2400,27668252.076872434,"[0.5735740130768737, -0.14340515358979275, 0.2867823464102072, -0.4300926535897927, 0.5756156797435407]","[1.1723351155845663e-05, 8.763712611797869e-05, 2.9212232610653643e-07, 4.514067066530014e-06]",[1 1 1 1 0]
T_max,2400,Big,QPE,8,1402.1697472132253,2793.3850432763475,0.3462951340263081,0.20290170378767122,
T_max,2400,Big,KQPE,8,1402.1697472132253,2793.385043276347,0.4301802907159107,0.28678686047727375,
T_max,2400,Big,QMEGS,76,2400,76139.8454017453,"[-2.4139676535897934, -1.9637384869231262, -0.43030098692312585, 0.28684484641020747]","[1.8203450566844894, 0.00012069620721516516, 2.987541374544341, 5.79859329337129e-05]",
T_max,2400,Big,TSRHSE,1600,2400,27668252.076872434,"[-2.301931456400923, -1.0009002092468797, 1.3136022950573623, 6.374729815012947]","[2.158538026162286, 0.570719918530969, 0.7400285741028146, 6.087942954535674]",
T_max,2400,Big,QFAMES,1600,2400,27668252.076872434,"[-0.4301968202564594, 0.2867823464102072, -0.4321968202564595, 0.28478234641020733, 0.2888031797435407]","[0.2888033900178226, 1.6529540548704258e-05, 0.2847705412110069, 4.514067066530014e-06]",[1 1 0 0 0]
T_max,6800,None,QPE,10,5608.678988852901,11206.4035265557,0.14339343023863688,2.7755575615628914e-17,
T_max,6800,None,KQPE,10,5608.678988852901,11206.403526555698,0.1433934302386369,0.0,
T_max,6800,None,QMEGS,82,6800,232230.8153895046,"[-1.5460338300603813, -0.14337206535449917, 0.30273822876314804, 1.4995176405278543]","[2.1364884137731188e-05, 1.1158535393444706, 0.9259439195733067, 0.01595136828587429]",
T_max,6800,None,TSRHSE,1600,6800,78393380.8844718,"[-0.6243122313543548, -0.14960987308862078, 0.13061760990982255, 0.14349653832225923]","[0.0062164428499838775, 0.19413194063844408, 0.4429561110447251, 0.14329032215501453]",
T_max,6800,None,QFAMES,1600,6800,78393380.8844718,"[-0.14338677123685212, 0.28679705229256014, 0.5735764640572659, -0.43017353594273466, -0.9757323594721459]","[6.659001784786733e-06, 6.754773176020912e-06, 2.743102718305579e-06, 1.0191815286386685e-05]",[1 1 1 1 0]
T_max,6800,Small,QPE,10,5608.678988852901,11206.4035265557,0.21265245704389849,0.06925902680526158,
T_max,6800,Small,KQPE,10,5608.678988852901,11206.403526555698,0.1433934302386369,0.0,
T_max,6800,Small,QMEGS,82,6800,232230.8153895046,"[-2.153776477119205, -0.14338677123685212, 0.7320323464102069, 0.9293632287631484]","[6.659001784786733e-06, 1.7235961864032945, 0.15845862545565925, 0.6425763682858746]",
T_max,6800,Small,TSRHSE,1600,6800,78393380.8844718,"[-10.064560363991504, -0.12064192959712995, 0.0024997203682891873, 31.975606425511366]","[0.022751500641506953, 9.634380073275594, 31.402032704556817, 0.2842871401089846]",
T_max,6800,Small,QFAMES,1600,6800,78393380.8844718,"[0.5735764640572659, -0.14339412417802858, -0.43017353594273466, 0.28678969935138365, -0.21259265358979335]","[6.939393916716163e-07, 6.754773176020912e-06, 2.743102718305579e-06, 2.83887410990058e-06]",[1 1 1 1 0]
T_max,6800,Big,QPE,10,5608.678988852901,11206.4035265557,0.348732822340365,0.2053393921017281,
T_max,6800,Big,KQPE,10,5608.678988852901,11206.403526555698,0.4301802907159107,0.28678686047727375,
T_max,6800,Big,QMEGS,82,6800,232230.8153895046,"[-0.43026177123685183, 0.09563528758667757, 0.14142940523373604, 0.39598822876314854]","[0.23902871782531449, 8.148052094114622e-05, 0.4321443157208116, 0.10920136828587479]",
T_max,6800,Big,TSRHSE,1600,6800,78393380.8844718,"[-47.44754972530756, -0.15310602543247573, 8.500541462829554, 33.98616976981151]","[0.009712595193838824, 47.01736943459165, 7.926967741875007, 33.69938290933424]",
T_max,6800,Big,QFAMES,1600,6800,78393380.8844718,"[-0.43018088888391115, 0.28678969935138365, -0.43087941829567566, 0.003274993469030565, -2.1700705947662633]","[0.14666842370766747, 5.981680004651935e-07, 1.0044531392502232, 2.83887410990058e-06]",[1 1 0 0 0]
T_max,12600,None,QPE,11,11217.357977705802,22423.7615042615,0.14339343023863688,2.7755575615628914e-17,
T_max,12600,None,KQPE,11,11217.357977705802,22423.7615042615,0.1433934302386369,0.0,
T_max,12600,None,QMEGS,86,12600,456806.9583628889,"[-1.961965669462809, -1.7412672567643963, -0.15279900279614256, -0.14337439962153892]","[1.9030617097987035e-05, 0.2773812879197681, 2.5355393904173567, 2.02805411724167]",
T_max,12600,None,TSRHSE,1600,12600,145258323.40357992,"[-0.6275015811738792, -0.1447094906230844, 0.006158195470630928, 0.08041187858932447]","[0.0013160603844475094, 0.19732129045796853, 0.5674155254839167, 0.20637498188794928]",
T_max,12600,None,QFAMES,1600,12600,145258323.40357992,"[0.5735740130768735, -0.14339424089138017, 0.28678433053719105, -0.43017995517709484, 0.2871771876800479]","[8.106527432660826e-07, 3.355388158432504e-07, 2.9212232588449183e-07, 2.5299400827072382e-06]",[1 1 1 1 0]
T_max,12600,Small,QPE,11,11217.357977705802,22423.7615042615,0.20820726070650078,0.06481383046786388,
T_max,12600,Small,KQPE,11,11217.357977705802,22423.7615042615,0.1433934302386369,0.0,
T_max,12600,Small,QMEGS,86,12600,456806.9583628889,"[-0.9260926535897933, -0.1434220186691581, 0.5473676638705244, 2.052577981330841]","[2.8588430521198083e-05, 0.49591236287388263, 0.026206057084023238, 1.7657911208535673]",
T_max,12600,Small,TSRHSE,1600,12600,145258323.40357992,"[-0.4082171983646837, -0.20988437666871643, -0.09137006663107955, 2.350594345420913]","[0.052023363607557355, 0.02196309235122701, 1.777020624466365, 0.49667123714599015]",
T_max,12600,Small,QFAMES,1600,12600,145258323.40357992,"[-0.14339820914534843, 0.5735779813308417, 0.28678433053719105, -0.4301839234310631, 0.5739549654578255]","[4.778906711522257e-06, 3.632715152412924e-06, 4.260376294085155e-06, 2.5299400827072382e-06]",[1 1 1 1 0]
T_max,12600,Big,QPE,11,11217.357977705802,22423.7615042615,0.3498799697822741,0.2064865395436372,
T_max,12600,Big,KQPE,11,11217.357977705802,22423.7615042615,0.4301802907159107,0.28678686047727375,
T_max,12600,Big,QMEGS,86,12600,456806.9583628889,"[-1.169902177399317, -0.4301482091453488, 0.2868954416483021, 2.2262605210133817]","[1.0265087471606802, 3.208157056189265e-05, 1.652686800058834, 0.00010858117102835463]",
T_max,12600,Big,TSRHSE,1600,12600,145258323.40357992,"[-8.043337773146561, -0.9181881382697777, 15.849190318645176, 17.720336090802004]","[7.899944342907924, 0.48800784755386706, 15.275616597690629, 17.43354923032473]",
T_max,12600,Big,QFAMES,1600,12600,145258323.40357992,"[-0.43018789168503146, 0.28679226704512756, 0.2864073464102065, 0.7766136956165558, 2.7298279813308417]","[0.4298007766488434, 7.600969120780121e-06, 0.20303997466200818, 5.406567853805111e-06]",[1 1 0 0 0]
