test_type,param_value,perturb,algorithm,t or N,T_max,T_total,eval(s),errors,multiplicities
T_max,2400,Big,QFAMES,6400,2400,450680584.05639195,"[0.3702406797435405, 0.28030317974354063, 0.1309073464102073, 0.27834484641020746, 0.3721990130768737, 0.368282346410207, 0.2822406797435408, 0.1276573464102072, 0.3644281797435409]","[0.7346684245900716, 0.27834484641020746, 4.348970099044003e-07, 0.8429505635996587, 2.9376681491832812e-06, 0.3496720924286299, 7.65251063258865e-06, 0.0032423474893674975]",[1 1 1 0 0 0 0 0 0]
T_max,3200,None,QPE,8,1694.3365706703553,3375.4361368823484,0.37043775171645243,0.00019750686992164868,
T_max,3200,None,KQPE,8,1694.3365706703553,3375.4361368823484,0.3708345446792592,0.0005942998327284066,
T_max,3200,None,QMEGS,78,3200,103763.57115203848,"[-2.265592653589793, -1.705827028589793, -1.6290926535897932, -0.7790926535897928, -0.3701707785897931, -0.2942957785897933, -0.1801864035897931, 2.4904542214102077]","[6.946625673770468e-05, 0.7790926535897928, 2.120213976563677, 0.1803724385996584, 2.545892895665184, 0.11275499090470399, 1.759992347489368, 1.8367267224893677]",
T_max,3200,None,TSRHSE,6400,3200,600907445.4085232,"[-0.47459142841331964, -0.3667271712944699, -0.06629522678534204, -0.005024001199595628, 0.12424246673127744, 0.14194900944116426, 0.2793428542196123, 0.3669101751871461]","[0.0035130735520608747, 0.005024001199595624, 0.003330069659384538, 7.678877613204182e-05, 0.000957387855779146, 0.0011361858997470664, 0.006657227168297267, 0.011049315541589555]",
T_max,3200,None,QFAMES,6400,3200,600907445.4085232,"[0.13090734641020685, 1.0964102069195027e-06, -0.06740515358979311, 0.28029797141020735, -0.474670778589793, -0.37023327858979305, 0.37023547141020674, 0.13239172141020722, 0.278813596410207]","[6.966256737739318e-06, 1.0964102069237176e-06, 4.7734363238793875e-06, 2.56140034132768e-06, 2.2706651841009062e-06, 2.6259095295994017e-05, 7.65251063214456e-06, 0.0014920275106325154]",[2 1 1 1 1 1 1 0 0]
T_max,3200,Small,QPE,8,1694.3365706703553,3375.4361368823484,0.2738872696637605,0.0963529751827703,
T_max,3200,Small,KQPE,8,1694.3365706703553,3375.4361368823484,0.3708345446792592,0.0005942998327284066,
T_max,3200,Small,QMEGS,78,3200,103763.57115203848,"[-2.524358278589793, -1.847233278589793, -0.3703426535897929, -0.361405153589793, 0.44403234641020717, 1.6294073464102066, 1.701969846410207, 2.995891721410207]","[0.0001024087432621168, 2.524358278589793, 0.07379210156367655, 0.11326306359965865, 1.349107104334815, 1.779801865904704, 1.5710701525106323, 2.8649920275106324]",
T_max,3200,Small,TSRHSE,6400,3200,600907445.4085232,"[-0.4408337579424244, -0.35454072489683364, -0.07776627715372217, -0.01940574360852982, 0.11656075870735366, 0.14432660016522836, 0.31643544898794185, 0.38220189225294166]","[0.01569951994969715, 0.019405743608529816, 0.011961647406411036, 0.03383445924702727, 0.0361352069125504, 0.010334864468633062, 0.013426906265653654, 0.014338935192221042]",
T_max,3200,Small,QFAMES,6400,3200,600907445.4085232,"[0.37025109641020676, 0.28029797141020735, 0.13089172141020686, -0.370217653589793, -1.4528589793080457e-05, -0.06746765358979297, 0.27879797141020696, 0.1324073464102072, -0.47460827858979315]","[2.2591256737758414e-05, 1.4528589793076242e-05, 1.0851563676139708e-05, 5.993859965852666e-05, 2.2706651841009062e-06, 3.624090470386032e-05, 7.97248936784678e-06, 0.0015076525106325067]",[1 1 1 0 0 0 0 0 0]
T_max,3200,Big,QPE,8,1694.3365706703553,3375.4361368823484,0.20478781478095068,0.1654524300655801,
T_max,3200,Big,KQPE,8,1694.3365706703553,3375.4361368823484,0.10568784523358886,0.2645523996129419,
T_max,3200,Big,QMEGS,78,3200,103763.57115203848,"[-1.0738739035897928, -0.5047332785897929, -0.38249890358979294, 0.3701260964102069, 0.388516721410207, 1.2867667214102072, 1.4835010964102069, 1.8578448464102075]","[0.012258658743262152, 1.8578448464102075, 0.0001141484363237355, 0.03006506140034121, 0.10821647933481554, 1.0064424909047038, 1.1558670275106324, 1.352601402510632]",
T_max,3200,Big,TSRHSE,6400,3200,600907445.4085232,[],"[nan, nan, nan, nan, nan, nan, nan, nan]",
T_max,3200,Big,QFAMES,6400,3200,600907445.4085232,"[0.28029797141020735, 0.37025109641020676, 0.13090734641020685, 0.27879797141020696, 0.37173547141020713, 0.368751096410207, 0.1324229714102072, 0.2817823464102071, 0.2847042214102069]","[0.6549444662567376, 0.27879797141020696, 1.0851563676139708e-05, 0.8434193135996586, 2.2706651841009062e-06, 0.34921375909529623, 7.65251063214456e-06, 0.001523277510632498]",[1 1 1 0 0 0 0 0 0]
